TowID,ZONE,Name,Distance
29,GB,Gulf - Bellingham,0.000000000000000
30,GB,Gulf - Bellingham,0.000000000000000
31,GB,Gulf - Bellingham,0.000000000000000
32,GB,Gulf - Bellingham,0.000000000000000
33,GB,Gulf - Bellingham,0.000000000000000
34,GB,Gulf - Bellingham,0.000000000000000
35,GB,Gulf - Bellingham,0.000000000000000
36,GB,Gulf - Bellingham,0.000000000000000
37,GB,Gulf - Bellingham,0.000000000000000
38,GB,Gulf - Bellingham,0.000000000000000
39,GB,Gulf - Bellingham,0.000000000000000
113,GB,Gulf - Bellingham,0.000000000000000
114,GB,Gulf - Bellingham,0.000000000000000
115,GB,Gulf - Bellingham,0.000000000000000
116,GB,Gulf - Bellingham,0.000000000000000
117,GB,Gulf - Bellingham,0.000000000000000
118,GB,Gulf - Bellingham,0.000000000000000
119,GB,Gulf - Bellingham,0.000000000000000
120,GB,Gulf - Bellingham,0.000000000000000
121,GB,Gulf - Bellingham,0.000000000000000
122,GB,Gulf - Bellingham,0.000000000000000
123,GB,Gulf - Bellingham,0.000000000000000
124,GB,Gulf - Bellingham,0.000000000000000
125,GB,Gulf - Bellingham,0.000000000000000
126,GB,Gulf - Bellingham,0.000000000000000
127,GB,Gulf - Bellingham,0.000000000000000
128,GB,Gulf - Bellingham,0.000000000000000
129,GB,Gulf - Bellingham,0.000000000000000
197,GB,Gulf - Bellingham,0.000000000000000
198,GB,Gulf - Bellingham,0.000000000000000
199,GB,Gulf - Bellingham,0.000000000000000
200,GB,Gulf - Bellingham,0.000000000000000
201,GB,Gulf - Bellingham,0.000000000000000
202,GB,Gulf - Bellingham,0.000000000000000
203,GB,Gulf - Bellingham,0.000000000000000
204,GB,Gulf - Bellingham,0.000000000000000
205,GB,Gulf - Bellingham,0.000000000000000
206,GB,Gulf - Bellingham,0.000000000000000
207,GB,Gulf - Bellingham,0.000000000000000
208,GB,Gulf - Bellingham,0.000000000000000
209,GB,Gulf - Bellingham,0.000000000000000
210,GB,Gulf - Bellingham,0.000000000000000
211,GB,Gulf - Bellingham,0.000000000000000
212,GB,Gulf - Bellingham,0.000000000000000
248,GB,Gulf - Bellingham,0.000000000000000
249,GB,Gulf - Bellingham,0.000000000000000
250,GB,Gulf - Bellingham,0.000000000000000
251,GB,Gulf - Bellingham,0.000000000000000
252,GB,Gulf - Bellingham,0.000000000000000
253,GB,Gulf - Bellingham,0.000000000000000
254,GB,Gulf - Bellingham,0.000000000000000
255,GB,Gulf - Bellingham,0.000000000000000
256,GB,Gulf - Bellingham,0.000000000000000
257,GB,Gulf - Bellingham,0.000000000000000
258,GB,Gulf - Bellingham,0.000000000000000
259,GB,Gulf - Bellingham,0.000000000000000
260,GB,Gulf - Bellingham,0.000000000000000
261,GB,Gulf - Bellingham,0.000000000000000
262,GB,Gulf - Bellingham,0.000000000000000
263,GB,Gulf - Bellingham,0.000000000000000
264,GB,Gulf - Bellingham,0.000000000000000
265,GB,Gulf - Bellingham,0.000000000000000
266,GB,Gulf - Bellingham,0.000000000000000
267,GB,Gulf - Bellingham,0.000000000000000
268,GB,Gulf - Bellingham,0.000000000000000
269,GB,Gulf - Bellingham,0.000000000000000
270,GB,Gulf - Bellingham,0.000000000000000
271,GB,Gulf - Bellingham,0.000000000000000
272,GB,Gulf - Bellingham,0.000000000000000
273,GB,Gulf - Bellingham,0.000000000000000
274,GB,Gulf - Bellingham,0.000000000000000
275,GB,Gulf - Bellingham,0.000000000000000
276,GB,Gulf - Bellingham,0.000000000000000
277,GB,Gulf - Bellingham,0.000000000000000
278,GB,Gulf - Bellingham,0.000000000000000
279,GB,Gulf - Bellingham,0.000000000000000
280,GB,Gulf - Bellingham,0.000000000000000
281,GB,Gulf - Bellingham,0.000000000000000
282,GB,Gulf - Bellingham,0.000000000000000
386,GB,Gulf - Bellingham,0.000000000000000
387,GB,Gulf - Bellingham,0.000000000000000
388,GB,Gulf - Bellingham,0.000000000000000
389,GB,Gulf - Bellingham,0.000000000000000
390,GB,Gulf - Bellingham,0.000000000000000
391,GB,Gulf - Bellingham,0.000000000000000
392,GB,Gulf - Bellingham,0.000000000000000
393,GB,Gulf - Bellingham,0.000000000000000
394,GB,Gulf - Bellingham,0.000000000000000
395,GB,Gulf - Bellingham,0.000000000000000
396,GB,Gulf - Bellingham,0.000000000000000
397,GB,Gulf - Bellingham,0.000000000000000
398,GB,Gulf - Bellingham,0.000000000000000
399,GB,Gulf - Bellingham,0.000000000000000
400,GB,Gulf - Bellingham,0.000000000000000
401,GB,Gulf - Bellingham,0.000000000000000
402,GB,Gulf - Bellingham,0.000000000000000
403,GB,Gulf - Bellingham,0.000000000000000
404,GB,Gulf - Bellingham,0.000000000000000
405,GB,Gulf - Bellingham,0.000000000000000
406,GB,Gulf - Bellingham,0.000000000000000
407,GB,Gulf - Bellingham,0.000000000000000
408,GB,Gulf - Bellingham,0.000000000000000
409,GB,Gulf - Bellingham,0.000000000000000
410,GB,Gulf - Bellingham,0.000000000000000
411,GB,Gulf - Bellingham,0.000000000000000
412,GB,Gulf - Bellingham,0.000000000000000
413,GB,Gulf - Bellingham,0.000000000000000
414,GB,Gulf - Bellingham,0.000000000000000
415,GB,Gulf - Bellingham,0.000000000000000
416,GB,Gulf - Bellingham,0.000000000000000
417,GB,Gulf - Bellingham,0.000000000000000
418,GB,Gulf - Bellingham,0.000000000000000
419,GB,Gulf - Bellingham,0.000000000000000
420,GB,Gulf - Bellingham,0.000000000000000
421,GB,Gulf - Bellingham,0.000000000000000
422,GB,Gulf - Bellingham,0.000000000000000
423,GB,Gulf - Bellingham,0.000000000000000
424,GB,Gulf - Bellingham,0.000000000000000
425,GB,Gulf - Bellingham,0.000000000000000
426,GB,Gulf - Bellingham,34552.392060099999000
427,GB,Gulf - Bellingham,62990.126290499997000
428,GB,Gulf - Bellingham,49065.097819299997000
429,GB,Gulf - Bellingham,35173.459926500000000
430,GB,Gulf - Bellingham,33232.535555599999000
431,GB,Gulf - Bellingham,21547.561935900001000
432,GB,Gulf - Bellingham,33355.627144899998000
433,GB,Gulf - Bellingham,21939.838461799998000
434,GB,Gulf - Bellingham,28389.334383599999000
435,GB,Gulf - Bellingham,17419.028245000001000
436,GB,Gulf - Bellingham,19447.179767300000000
437,GB,Gulf - Bellingham,1862.881751950000100
438,GB,Gulf - Bellingham,36324.874007600003000
439,GB,Gulf - Bellingham,62537.321611599997000
440,GB,Gulf - Bellingham,48552.879287500000000
441,GB,Gulf - Bellingham,33442.477986200000000
442,GB,Gulf - Bellingham,31165.633793699999000
443,GB,Gulf - Bellingham,30089.594414800002000
444,GB,Gulf - Bellingham,13117.913925999999000
445,GB,Gulf - Bellingham,31169.466233300001000
446,GB,Gulf - Bellingham,17917.714294000001000
447,GB,Gulf - Bellingham,14928.535297000000000
448,GB,Gulf - Bellingham,15736.809511900001000
449,GB,Gulf - Bellingham,34213.008014100000000
450,GB,Gulf - Bellingham,61657.466130300003000
451,GB,Gulf - Bellingham,42829.586160200000000
452,GB,Gulf - Bellingham,18429.541802100000000
453,GB,Gulf - Bellingham,11538.293017399999000
454,GB,Gulf - Bellingham,1640.154618670000000
455,GB,Gulf - Bellingham,29216.518958799999000
456,GB,Gulf - Bellingham,27476.650487399998000
457,GB,Gulf - Bellingham,26258.685093900000000
458,GB,Gulf - Bellingham,8032.506515250000100
459,GB,Gulf - Bellingham,60666.312366200000000
460,GB,Gulf - Bellingham,29325.053078600002000
461,GB,Gulf - Bellingham,54062.182806600002000
462,GB,Gulf - Bellingham,24654.887037299999000
463,GB,Gulf - Bellingham,46979.561242099997000
464,GB,Gulf - Bellingham,32709.837773399999000
465,GB,Gulf - Bellingham,17976.414600200002000
466,GB,Gulf - Bellingham,24955.805553400001000
467,GB,Gulf - Bellingham,25100.324318100000000
468,GB,Gulf - Bellingham,22890.646892400000000
469,GB,Gulf - Bellingham,6405.666521930000300
470,GB,Gulf - Bellingham,15178.269387799999000
471,GB,Gulf - Bellingham,2085.507010270000100
472,GB,Gulf - Bellingham,11674.168643700001000
473,GB,Gulf - Bellingham,4139.879254929999700
474,GB,Gulf - Bellingham,1957.537992230000100
475,GB,Gulf - Bellingham,7265.049284169999700
476,GB,Gulf - Bellingham,525.549791160000040
477,GB,Gulf - Bellingham,3964.888563560000000
478,GB,Gulf - Bellingham,8344.165575470000500
479,GB,Gulf - Bellingham,25351.811652100001000
480,GB,Gulf - Bellingham,2022.247896280000100
481,GB,Gulf - Bellingham,2887.692734979999800
482,GB,Gulf - Bellingham,2580.489541100000200
483,GB,Gulf - Bellingham,770.629570238000040
484,GB,Gulf - Bellingham,36684.958694100002000
485,GB,Gulf - Bellingham,40747.772861199999000
486,GB,Gulf - Bellingham,47855.571735600002000
487,GB,Gulf - Bellingham,29193.861842599999000
488,GB,Gulf - Bellingham,28051.343337700000000
489,GB,Gulf - Bellingham,36983.961380499997000
490,GB,Gulf - Bellingham,22249.633328200001000
491,GB,Gulf - Bellingham,21455.964521200000000
492,GB,Gulf - Bellingham,14515.475882200000000
493,GB,Gulf - Bellingham,14979.855717000000000
494,GB,Gulf - Bellingham,3753.318072090000000
578,GB,Gulf - Bellingham,0.000000000000000
579,GB,Gulf - Bellingham,0.000000000000000
580,GB,Gulf - Bellingham,0.000000000000000
581,GB,Gulf - Bellingham,0.000000000000000
582,GB,Gulf - Bellingham,0.000000000000000
583,GB,Gulf - Bellingham,0.000000000000000
584,GB,Gulf - Bellingham,0.000000000000000
585,GB,Gulf - Bellingham,0.000000000000000
586,GB,Gulf - Bellingham,0.000000000000000
587,GB,Gulf - Bellingham,0.000000000000000
588,GB,Gulf - Bellingham,0.000000000000000
589,GB,Gulf - Bellingham,0.000000000000000
590,GB,Gulf - Bellingham,0.000000000000000
591,GB,Gulf - Bellingham,0.000000000000000
592,GB,Gulf - Bellingham,0.000000000000000
593,GB,Gulf - Bellingham,0.000000000000000
594,GB,Gulf - Bellingham,0.000000000000000
595,GB,Gulf - Bellingham,0.000000000000000
596,GB,Gulf - Bellingham,0.000000000000000
597,GB,Gulf - Bellingham,0.000000000000000
598,GB,Gulf - Bellingham,0.000000000000000
599,GB,Gulf - Bellingham,0.000000000000000
600,GB,Gulf - Bellingham,0.000000000000000
601,GB,Gulf - Bellingham,0.000000000000000
602,GB,Gulf - Bellingham,0.000000000000000
603,GB,Gulf - Bellingham,0.000000000000000
604,GB,Gulf - Bellingham,0.000000000000000
605,GB,Gulf - Bellingham,0.000000000000000
606,GB,Gulf - Bellingham,0.000000000000000
607,GB,Gulf - Bellingham,0.000000000000000
608,GB,Gulf - Bellingham,0.000000000000000
609,GB,Gulf - Bellingham,0.000000000000000
610,GB,Gulf - Bellingham,0.000000000000000
611,GB,Gulf - Bellingham,0.000000000000000
612,GB,Gulf - Bellingham,0.000000000000000
613,GB,Gulf - Bellingham,0.000000000000000
614,GB,Gulf - Bellingham,0.000000000000000
615,GB,Gulf - Bellingham,0.000000000000000
616,GB,Gulf - Bellingham,0.000000000000000
617,GB,Gulf - Bellingham,0.000000000000000
618,GB,Gulf - Bellingham,0.000000000000000
619,GB,Gulf - Bellingham,0.000000000000000
620,GB,Gulf - Bellingham,0.000000000000000
621,GB,Gulf - Bellingham,0.000000000000000
622,GB,Gulf - Bellingham,0.000000000000000
623,GB,Gulf - Bellingham,0.000000000000000
624,GB,Gulf - Bellingham,0.000000000000000
625,GB,Gulf - Bellingham,0.000000000000000
626,GB,Gulf - Bellingham,0.000000000000000
627,GB,Gulf - Bellingham,0.000000000000000
628,GB,Gulf - Bellingham,4001.134590650000100
629,GB,Gulf - Bellingham,8527.369316469999800
630,GB,Gulf - Bellingham,7980.679147670000000
631,GB,Gulf - Bellingham,3044.781594390000000
632,GB,Gulf - Bellingham,2331.857981830000000
633,GB,Gulf - Bellingham,245.508698667000000
634,GB,Gulf - Bellingham,3119.834196379999900
635,GB,Gulf - Bellingham,3439.839565870000100
636,GB,Gulf - Bellingham,12326.794582200000000
637,GB,Gulf - Bellingham,627.463863578999960
638,GB,Gulf - Bellingham,2660.361022439999900
639,GB,Gulf - Bellingham,5081.699825779999600
640,GB,Gulf - Bellingham,945.677961383000020
641,GB,Gulf - Bellingham,569.020932953000060
642,GB,Gulf - Bellingham,4262.582009970000400
643,GB,Gulf - Bellingham,4956.682490209999700
644,GB,Gulf - Bellingham,3913.688815999999900
645,GB,Gulf - Bellingham,6449.888680780000000
646,GB,Gulf - Bellingham,3183.632626409999800
935,GB,Gulf - Bellingham,0.000000000000000
936,GB,Gulf - Bellingham,0.000000000000000
937,GB,Gulf - Bellingham,0.000000000000000
938,GB,Gulf - Bellingham,0.000000000000000
939,GB,Gulf - Bellingham,0.000000000000000
940,GB,Gulf - Bellingham,0.000000000000000
941,GB,Gulf - Bellingham,0.000000000000000
942,GB,Gulf - Bellingham,0.000000000000000
943,GB,Gulf - Bellingham,0.000000000000000
944,GB,Gulf - Bellingham,0.000000000000000
945,GB,Gulf - Bellingham,0.000000000000000
946,GB,Gulf - Bellingham,0.000000000000000
947,GB,Gulf - Bellingham,0.000000000000000
948,GB,Gulf - Bellingham,0.000000000000000
949,GB,Gulf - Bellingham,0.000000000000000
950,GB,Gulf - Bellingham,0.000000000000000
951,GB,Gulf - Bellingham,0.000000000000000
952,GB,Gulf - Bellingham,0.000000000000000
953,GB,Gulf - Bellingham,0.000000000000000
954,GB,Gulf - Bellingham,0.000000000000000
955,GB,Gulf - Bellingham,0.000000000000000
956,GB,Gulf - Bellingham,0.000000000000000
957,GB,Gulf - Bellingham,0.000000000000000
958,GB,Gulf - Bellingham,0.000000000000000
959,GB,Gulf - Bellingham,0.000000000000000
960,GB,Gulf - Bellingham,0.000000000000000
961,GB,Gulf - Bellingham,0.000000000000000
962,GB,Gulf - Bellingham,0.000000000000000
963,GB,Gulf - Bellingham,0.000000000000000
965,GB,Gulf - Bellingham,0.000000000000000
966,GB,Gulf - Bellingham,0.000000000000000
967,GB,Gulf - Bellingham,0.000000000000000
968,GB,Gulf - Bellingham,0.000000000000000
969,GB,Gulf - Bellingham,0.000000000000000
970,GB,Gulf - Bellingham,0.000000000000000
971,GB,Gulf - Bellingham,0.000000000000000
972,GB,Gulf - Bellingham,0.000000000000000
973,GB,Gulf - Bellingham,0.000000000000000
974,GB,Gulf - Bellingham,0.000000000000000
975,GB,Gulf - Bellingham,0.000000000000000
976,GB,Gulf - Bellingham,0.000000000000000
977,GB,Gulf - Bellingham,0.000000000000000
978,GB,Gulf - Bellingham,0.000000000000000
979,GB,Gulf - Bellingham,0.000000000000000
980,GB,Gulf - Bellingham,0.000000000000000
981,GB,Gulf - Bellingham,0.000000000000000
982,GB,Gulf - Bellingham,0.000000000000000
983,GB,Gulf - Bellingham,0.000000000000000
984,GB,Gulf - Bellingham,0.000000000000000
1271,GB,Gulf - Bellingham,0.000000000000000
1272,GB,Gulf - Bellingham,0.000000000000000
1273,GB,Gulf - Bellingham,0.000000000000000
1274,GB,Gulf - Bellingham,0.000000000000000
1275,GB,Gulf - Bellingham,0.000000000000000
1276,GB,Gulf - Bellingham,0.000000000000000
1277,GB,Gulf - Bellingham,0.000000000000000
1278,GB,Gulf - Bellingham,0.000000000000000
1279,GB,Gulf - Bellingham,0.000000000000000
1280,GB,Gulf - Bellingham,0.000000000000000
1281,GB,Gulf - Bellingham,0.000000000000000
1282,GB,Gulf - Bellingham,0.000000000000000
1283,GB,Gulf - Bellingham,0.000000000000000
1284,GB,Gulf - Bellingham,0.000000000000000
1285,GB,Gulf - Bellingham,0.000000000000000
1286,GB,Gulf - Bellingham,0.000000000000000
1287,GB,Gulf - Bellingham,0.000000000000000
1288,GB,Gulf - Bellingham,0.000000000000000
1289,GB,Gulf - Bellingham,0.000000000000000
1290,GB,Gulf - Bellingham,0.000000000000000
